productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,11,M0E20000000DVZM,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 30396#sunrise-store-berlin;EUR 33898#sunrise-store-vienna;DE-EUR 32780#sunrise-store-munich;DE-EUR 28310#sunrise-store-cologne;DE-EUR 30396#sunrise-store-hamburg;US-USD 30396#sunrise-store-boston-2;USD 33898#sunrise-store-chicago;US-USD 32780#sunrise-store-boston-1;US-USD 28310#sunrise-store-sanfrancisco;US-USD 30396#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kolbjoern-cabinet-indoor-outdoor-beige__0733033_pe718455_s5.jpg?f=xxs,KOLBJORN,This spacious high cabinet has plenty of shelves for tools and plant pots. There is also a clothes rail where you can hang outdoor cushions to protect them from the weather. Both practical and smart.,,,,,KOLBJORN,This spacious high cabinet has plenty of shelves for tools and plant pots. There is also a clothes rail where you can hang outdoor cushions to protect them from the weather. Both practical and smart.,,,,,KOLBJORN,This spacious high cabinet has plenty of shelves for tools and plant pots. There is also a clothes rail where you can hang outdoor cushions to protect them from the weather. Both practical and smart.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZM,79039,hogan,yes,,37.5,37.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,12,M0E20000000DVZN,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 27714#sunrise-store-berlin;EUR 36505#sunrise-store-vienna;DE-EUR 27118#sunrise-store-munich;DE-EUR 30098#sunrise-store-cologne;DE-EUR 30694#sunrise-store-hamburg;US-USD 27714#sunrise-store-boston-2;USD 36505#sunrise-store-chicago;US-USD 27118#sunrise-store-boston-1;US-USD 30098#sunrise-store-sanfrancisco;US-USD 30694#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/antilop-high-chair-with-tray-white-silver-color__0727481_pe735706_s5.jpg?f=xxs,ANTILOP,"ANTILOP high chair is easy to take apart and bring along so your child sits safely whether you are at home, at your friend�s place or at a restaurant. Enjoy your meal!",,,,,ANTILOP,"ANTILOP high chair is easy to take apart and bring along so your child sits safely whether you are at home, at your friend�s place or at a restaurant. Enjoy your meal!",,,,,ANTILOP,"ANTILOP high chair is easy to take apart and bring along so your child sits safely whether you are at home, at your friend�s place or at a restaurant. Enjoy your meal!",,,,,,HXW2220N6238714173,79039,M0E20000000DVZN,79039,hogan,yes,,38,38,blue,light blue,,hellblau,,,,business,women,s15,TRUE,,,
,13,M0E20000000DVZO,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 29502#sunrise-store-berlin;EUR 36878#sunrise-store-vienna;DE-EUR 28906#sunrise-store-munich;DE-EUR 30396#sunrise-store-cologne;DE-EUR 32780#sunrise-store-hamburg;US-USD 29502#sunrise-store-boston-2;USD 36878#sunrise-store-chicago;US-USD 28906#sunrise-store-boston-1;US-USD 30396#sunrise-store-sanfrancisco;US-USD 32780#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/barndroem-duvet-cover-and-pillowcase-forest-animal-pattern-multicolor__0963399_pe808490_s5.jpg?f=xxs,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZO,79039,hogan,yes,,38.5,38.5,blue,light blue,,hellblau,,,,business,women,s15,TRUE,,,
,14,M0E20000000DVZP,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 30098#sunrise-store-berlin;EUR 39485#sunrise-store-vienna;DE-EUR 32482#sunrise-store-munich;DE-EUR 32482#sunrise-store-cologne;DE-EUR 29800#sunrise-store-hamburg;US-USD 30098#sunrise-store-boston-2;USD 39485#sunrise-store-chicago;US-USD 32482#sunrise-store-boston-1;US-USD 32482#sunrise-store-sanfrancisco;US-USD 29800#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/foensterviva-panel-curtain-white-beige__0599212_pe677986_s5.jpg?f=xxs,FONSTERVIVA,A perfect solution when you want privacy or want to block annoying glares on TV and computer screens. The outside light still comes through and creates a cozy atmosphere in the room.,,,,,FONSTERVIVA,A perfect solution when you want privacy or want to block annoying glares on TV and computer screens. The outside light still comes through and creates a cozy atmosphere in the room.,,,,,FONSTERVIVA,A perfect solution when you want privacy or want to block annoying glares on TV and computer screens. The outside light still comes through and creates a cozy atmosphere in the room.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZP,79039,hogan,yes,,39,39,blue,light blue,,hellblau,,,,business,women,s15,TRUE,,,
,15,M0E20000000DVZQ,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 31886#sunrise-store-berlin;EUR 35760#sunrise-store-vienna;DE-EUR 28012#sunrise-store-munich;DE-EUR 29800#sunrise-store-cologne;DE-EUR 31886#sunrise-store-hamburg;US-USD 31886#sunrise-store-boston-2;USD 35760#sunrise-store-chicago;US-USD 28012#sunrise-store-boston-1;US-USD 29800#sunrise-store-sanfrancisco;US-USD 31886#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kransborre-cushion-light-pink__0920477_pe787064_s5.jpg?f=xxs,KRANSBORRE,KRANSBORRE cushion breaks the monotony of everything rectangular. The round velvet cushion with a covered button in the middle adds a royal touch to your sofa or armchair and is easy to coordinate.,,,,,KRANSBORRE,KRANSBORRE cushion breaks the monotony of everything rectangular. The round velvet cushion with a covered button in the middle adds a royal touch to your sofa or armchair and is easy to coordinate.,,,,,KRANSBORRE,KRANSBORRE cushion breaks the monotony of everything rectangular. The round velvet cushion with a covered button in the middle adds a royal touch to your sofa or armchair and is easy to coordinate.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZQ,79039,hogan,yes,,39.5,39.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,16,M0E20000000DVZR,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 29204#sunrise-store-berlin;EUR 38368#sunrise-store-vienna;DE-EUR 28608#sunrise-store-munich;DE-EUR 31588#sunrise-store-cologne;DE-EUR 32184#sunrise-store-hamburg;US-USD 29204#sunrise-store-boston-2;USD 38368#sunrise-store-chicago;US-USD 28608#sunrise-store-boston-1;US-USD 31588#sunrise-store-sanfrancisco;US-USD 32184#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/ingabritta-throw-pale-pink__0603309_pe680744_s5.jpg?f=xxs,INGABRITTA,This light pink knitted throw in acrylic and cotton is nice to wrap around you to feel cozy on the balcony or on the sofa indoors. A lovely and warming splash of color that feels soft against your skin.,,,,,INGABRITTA,This light pink knitted throw in acrylic and cotton is nice to wrap around you to feel cozy on the balcony or on the sofa indoors. A lovely and warming splash of color that feels soft against your skin.,,,,,INGABRITTA,This light pink knitted throw in acrylic and cotton is nice to wrap around you to feel cozy on the balcony or on the sofa indoors. A lovely and warming splash of color that feels soft against your skin.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZR,79039,hogan,yes,,40,40,blue,light blue,,hellblau,,,,business,women,s15,,,,
,17,M0E20000000DVZS,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 31290#sunrise-store-berlin;EUR 38740#sunrise-store-vienna;DE-EUR 30396#sunrise-store-munich;DE-EUR 32184#sunrise-store-cologne;DE-EUR 28012#sunrise-store-hamburg;US-USD 31290#sunrise-store-boston-2;USD 38740#sunrise-store-chicago;US-USD 30396#sunrise-store-boston-1;US-USD 32184#sunrise-store-sanfrancisco;US-USD 28012#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/junimagnolia-duvet-cover-and-pillowcase-s-white-dark-blue__0955711_pe803974_s5.jpg?f=xxs,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,,HXW2220N6238714173,79039,M0E20000000DVZS,79039,hogan,yes,,40.5,40.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,18,M0E20000000DVZT,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 31588#sunrise-store-berlin;EUR 33525#sunrise-store-vienna;DE-EUR 27714#sunrise-store-munich;DE-EUR 27714#sunrise-store-cologne;DE-EUR 31588#sunrise-store-hamburg;US-USD 31588#sunrise-store-boston-2;USD 33525#sunrise-store-chicago;US-USD 27714#sunrise-store-boston-1;US-USD 27714#sunrise-store-sanfrancisco;US-USD 31588#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fintsen-bath-mat-white__0714781_pe730245_s5.jpg?f=xxs,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,,HXW2220N6238714173,79039,M0E20000000DVZT,79039,hogan,yes,,41,41,blue,light blue,,hellblau,,,,business,women,s15,,,,
,19,M0E20000000DVZU,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 27416#sunrise-store-berlin;EUR 37622#sunrise-store-vienna;DE-EUR 29800#sunrise-store-munich;DE-EUR 31290#sunrise-store-cologne;DE-EUR 27118#sunrise-store-hamburg;US-USD 27416#sunrise-store-boston-2;USD 37622#sunrise-store-chicago;US-USD 29800#sunrise-store-boston-1;US-USD 31290#sunrise-store-sanfrancisco;US-USD 27118#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/roerande-4-piece-bedlinen-set-for-crib-multicolor__0774661_pe756724_s5.jpg?f=xxs,RORANDE,Everything needed to make the crib ready for a new family member. Perfect to give as a gift to new parents.,,,,,RORANDE,Everything needed to make the crib ready for a new family member. Perfect to give as a gift to new parents.,,,,,RORANDE,Everything needed to make the crib ready for a new family member. Perfect to give as a gift to new parents.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZU,79039,hogan,yes,,41.5,41.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,20,M0E20000000DVZV,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 30992#sunrise-store-berlin;EUR 40230#sunrise-store-vienna;DE-EUR 30098#sunrise-store-munich;DE-EUR 27118#sunrise-store-cologne;DE-EUR 27416#sunrise-store-hamburg;US-USD 30992#sunrise-store-boston-2;USD 40230#sunrise-store-chicago;US-USD 30098#sunrise-store-boston-1;US-USD 27118#sunrise-store-sanfrancisco;US-USD 27416#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/barndroem-duvet-cover-and-pillowcase-forest-animal-pattern-multicolor__0963399_pe808490_s5.jpg?f=xxs,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,BARNDROM,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZV,79039,hogan,yes,,42,42,blue,light blue,,hellblau,,,,business,women,s15,,,,
,21,M0E20000000DVZW,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 32780#sunrise-store-berlin;EUR 40602#sunrise-store-vienna;DE-EUR 32184#sunrise-store-munich;DE-EUR 27416#sunrise-store-cologne;DE-EUR 29502#sunrise-store-hamburg;US-USD 32780#sunrise-store-boston-2;USD 40602#sunrise-store-chicago;US-USD 32184#sunrise-store-boston-1;US-USD 27416#sunrise-store-sanfrancisco;US-USD 29502#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/torvfly-dish-towel-patterned-orange__0956226_pe804626_s5.jpg?f=xxs,TORVFLY,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,TORVFLY,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,TORVFLY,Found the foxes and rabbits in the forest? This super-soft duvet cover and pillowcase are woven in a cotton/viscose mix that creates an even sleeping temperature all night so your child wakes up rested.,,,,,,HXW2220N6238714173,79039,M0E20000000DVZW,79039,hogan,yes,,42.5,42.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,22,M0E20000000DVZX,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 26820#sunrise-store-berlin;EUR 35388#sunrise-store-vienna;DE-EUR 29204#sunrise-store-munich;DE-EUR 29204#sunrise-store-cologne;DE-EUR 26820#sunrise-store-hamburg;US-USD 26820#sunrise-store-boston-2;USD 35388#sunrise-store-chicago;US-USD 29204#sunrise-store-boston-1;US-USD 29204#sunrise-store-sanfrancisco;US-USD 26820#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fullkomlig-tablecloth-white__0711906_pe728585_s5.jpg?f=xxs,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,,HXW2220N6238714173,79039,M0E20000000DVZX,79039,hogan,yes,,43,43,blue,light blue,,hellblau,,,,business,women,s15,,,,
,23,M0E20000000DVZY,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 28906#sunrise-store-berlin;EUR 39485#sunrise-store-vienna;DE-EUR 31290#sunrise-store-munich;DE-EUR 32780#sunrise-store-cologne;DE-EUR 28608#sunrise-store-hamburg;US-USD 28906#sunrise-store-boston-2;USD 39485#sunrise-store-chicago;US-USD 31290#sunrise-store-boston-1;US-USD 32780#sunrise-store-sanfrancisco;US-USD 28608#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/froesoen-duvholmen-seat-pad-outdoor-beige__0685068_pe721339_s5.jpg?f=xxs,FROSON/DUVHOLMEN,"Separate covers makes it easy to refresh your outdoor furniture when you like. These are made of recycled PET bottles and dyed in a more sustainable way, which also makes the color last longer in the sun.",,,,,FROSON/DUVHOLMEN,"Separate covers makes it easy to refresh your outdoor furniture when you like. These are made of recycled PET bottles and dyed in a more sustainable way, which also makes the color last longer in the sun.",,,,,FROSON/DUVHOLMEN,"Separate covers makes it easy to refresh your outdoor furniture when you like. These are made of recycled PET bottles and dyed in a more sustainable way, which also makes the color last longer in the sun.",,,,,,HXW2220N6238714173,79039,M0E20000000DVZY,79039,hogan,yes,,43.5,43.5,blue,light blue,,hellblau,,,,business,women,s15,,,,
,24,M0E20000000DVZZ,EUR 37250;EUR 24426 b2b;US-USD 37250;USD 24426 b2b;DE-EUR 29800;IT-EUR 29800;GB-EUR 29800;DE-EUR 32482#sunrise-store-berlin;EUR 34270#sunrise-store-vienna;DE-EUR 31588#sunrise-store-munich;DE-EUR 28608#sunrise-store-cologne;DE-EUR 29204#sunrise-store-hamburg;US-USD 32482#sunrise-store-boston-2;USD 34270#sunrise-store-chicago;US-USD 31588#sunrise-store-boston-1;US-USD 28608#sunrise-store-sanfrancisco;US-USD 29204#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/sy-iron-on-hemming-tape__0598142_pe677480_s5.jpg?f=xxs,SY,"No sewing machine? No talent for sewing? No worries! This hemming strip allows you to hem your curtains quickly and easily without needle or thread. Just grab your iron, fold, and press.",,,,,SY,"No sewing machine? No talent for sewing? No worries! This hemming strip allows you to hem your curtains quickly and easily without needle or thread. Just grab your iron, fold, and press.",,,,,SY,"No sewing machine? No talent for sewing? No worries! This hemming strip allows you to hem your curtains quickly and easily without needle or thread. Just grab your iron, fold, and press.",,,,,,HXW2220N6238714173,79039,M0E20000000DVZZ,79039,hogan,yes,,44,44,blue,light blue,,hellblau,,,,business,women,s15,,,,
